EventID,shortfall_sum,policies,covered_count,Gap,Overlap
2::S002_F008,0,2,0,False,False
2::S002_F009,0,2,0,False,False
2::S002_F010,1,2,1,False,False
2::S002_F011,0,2,0,False,False
2::S002_F012,3,2,1,False,False
2::S002_F013,0,2,0,False,False
2::S002_F014,0,2,0,False,False
2::S002_F015,0,2,0,False,False
2::S002_F016,0,2,0,False,False
2::S002_F017,4,2,1,False,False
2::S002_F018,0,2,0,False,False
2::S002_F019,0,2,0,False,False
30::S030_F000,0,2,0,False,False
30::S030_F001,3,2,1,False,False
30::S030_F002,1,2,1,False,False
30::S030_F003,0,2,0,False,False
30::S030_F004,7,2,1,False,False
30::S030_F005,3,2,1,False,False
30::S030_F006,0,2,0,False,False
30::S030_F007,0,2,0,False,False
30::S030_F008,0,2,0,False,False
30::S030_F009,1,2,1,False,False
30::S030_F010,0,2,0,False,False
30::S030_F011,0,2,0,False,False
30::S030_F012,0,2,0,False,False
30::S030_F013,0,2,0,False,False
30::S030_F014,0,2,0,False,False
30::S030_F015,0,2,0,False,False
30::S030_F016,0,2,0,False,False
30::S030_F017,6,2,2,False,True
30::S030_F018,3,2,1,False,False
30::S030_F019,0,2,0,False,False
31::S031_F000,0,2,0,False,False
31::S031_F001,0,2,0,False,False
31::S031_F002,0,2,0,False,False
31::S031_F003,1,2,1,False,False
31::S031_F004,2,2,1,False,False
31::S031_F005,0,2,0,False,False
31::S031_F006,0,2,0,False,False
31::S031_F007,7,2,1,False,False
31::S031_F008,5,2,1,False,False
31::S031_F009,0,2,0,False,False
31::S031_F010,4,2,1,False,False
31::S031_F011,0,2,0,False,False
31::S031_F012,9,2,1,False,False
31::S031_F013,5,2,1,False,False
31::S031_F014,2,2,1,False,False
31::S031_F015,0,2,0,False,False
31::S031_F016,0,2,0,False,False
31::S031_F017,5,2,1,False,False
31::S031_F018,12,2,1,False,False
31::S031_F019,0,2,0,False,False
32::S032_F000,5,2,1,False,False
32::S032_F001,0,2,0,False,False
32::S032_F002,0,2,0,False,False
32::S032_F003,0,2,0,False,False
32::S032_F004,7,2,1,False,False
32::S032_F005,4,2,1,False,False
32::S032_F006,0,2,0,False,False
32::S032_F007,0,2,0,False,False
32::S032_F008,0,2,0,False,False
32::S032_F009,0,2,0,False,False
32::S032_F010,0,2,0,False,False
32::S032_F011,0,2,0,False,False
32::S032_F012,9,2,1,False,False
32::S032_F013,0,2,0,False,False
32::S032_F014,0,2,0,False,False
32::S032_F015,0,2,0,False,False
32::S032_F016,8,2,1,False,False
32::S032_F017,14,2,1,False,False
32::S032_F018,5,2,1,False,False
32::S032_F019,0,2,0,False,False
33::S033_F000,5,2,1,False,False
33::S033_F001,3,2,2,False,True
33::S033_F002,3,2,1,False,False
33::S033_F003,0,2,0,False,False
33::S033_F004,0,2,0,False,False
33::S033_F005,0,2,0,False,False
33::S033_F006,0,2,0,False,False
33::S033_F007,6,2,1,False,False
33::S033_F008,5,2,1,False,False
33::S033_F009,5,2,1,False,False
33::S033_F010,0,2,0,False,False
33::S033_F011,0,2,0,False,False
33::S033_F012,0,2,0,False,False
33::S033_F013,8,2,1,False,False
33::S033_F014,0,2,0,False,False
33::S033_F015,2,2,1,False,False
33::S033_F016,1,2,1,False,False
33::S033_F017,2,2,1,False,False
33::S033_F018,10,2,1,False,False
33::S033_F019,0,2,0,False,False
34::S034_F000,10,2,1,False,False
34::S034_F001,10,2,1,False,False
34::S034_F002,0,2,0,False,False
34::S034_F003,0,2,0,False,False
34::S034_F004,2,2,1,False,False
34::S034_F005,0,2,0,False,False
34::S034_F006,0,2,0,False,False
34::S034_F007,3,2,1,False,False
34::S034_F008,2,2,1,False,False
34::S034_F009,0,2,0,False,False
34::S034_F010,0,2,0,False,False
34::S034_F011,4,2,1,False,False
34::S034_F012,0,2,0,False,False
34::S034_F013,0,2,0,False,False
34::S034_F014,0,2,0,False,False
34::S034_F015,1,2,1,False,False
34::S034_F016,7,2,2,False,True
34::S034_F017,0,2,0,False,False
34::S034_F018,0,2,0,False,False
34::S034_F019,0,2,0,False,False
35::S035_F000,0,2,0,False,False
35::S035_F001,0,2,0,False,False
35::S035_F002,1,2,1,False,False
35::S035_F003,5,2,1,False,False
35::S035_F004,1,2,1,False,False
35::S035_F005,0,2,0,False,False
35::S035_F006,0,2,0,False,False
35::S035_F007,4,2,1,False,False
35::S035_F008,0,2,0,False,False
35::S035_F009,9,2,1,False,False
35::S035_F010,2,2,1,False,False
35::S035_F011,0,2,0,False,False
35::S035_F012,5,2,1,False,False
35::S035_F013,2,2,1,False,False
35::S035_F014,8,2,2,False,True
35::S035_F015,0,2,0,False,False
35::S035_F016,0,2,0,False,False
35::S035_F017,7,2,1,False,False
35::S035_F018,1,2,1,False,False
35::S035_F019,0,2,0,False,False
36::S036_F000,0,2,0,False,False
36::S036_F001,10,2,2,False,True
36::S036_F002,0,2,0,False,False
36::S036_F003,0,2,0,False,False
36::S036_F004,0,2,0,False,False
36::S036_F005,9,2,1,False,False
36::S036_F006,5,2,1,False,False
36::S036_F007,12,2,2,False,True
36::S036_F008,0,2,0,False,False
36::S036_F009,0,2,0,False,False
36::S036_F010,2,2,1,False,False
36::S036_F011,0,2,0,False,False
36::S036_F012,0,2,0,False,False
36::S036_F013,3,2,1,False,False
36::S036_F014,0,2,0,False,False
36::S036_F015,7,2,1,False,False
36::S036_F016,0,2,0,False,False
36::S036_F017,6,2,1,False,False
36::S036_F018,5,2,1,False,False
36::S036_F019,0,2,0,False,False
37::S037_F000,13,2,2,False,True
37::S037_F001,0,2,0,False,False
37::S037_F002,4,2,1,False,False
37::S037_F003,0,2,0,False,False
37::S037_F004,0,2,0,False,False
37::S037_F005,6,2,1,False,False
37::S037_F006,0,2,0,False,False
37::S037_F007,5,2,1,False,False
37::S037_F008,11,2,1,False,False
37::S037_F009,0,2,0,False,False
37::S037_F010,0,2,0,False,False
37::S037_F011,0,2,0,False,False
37::S037_F012,0,2,0,False,False
37::S037_F013,5,2,1,False,False
37::S037_F014,0,2,0,False,False
37::S037_F015,0,2,0,False,False
37::S037_F016,3,2,1,False,False
37::S037_F017,16,2,1,False,False
37::S037_F018,0,2,0,False,False
37::S037_F019,8,2,1,False,False
38::S038_F000,0,2,0,False,False
38::S038_F001,0,2,0,False,False
38::S038_F002,0,2,0,False,False
38::S038_F003,0,2,0,False,False
38::S038_F004,0,2,0,False,False
38::S038_F005,0,2,0,False,False
38::S038_F006,4,2,1,False,False
38::S038_F007,0,2,0,False,False
38::S038_F008,9,2,1,False,False
38::S038_F009,0,2,0,False,False
38::S038_F010,0,2,0,False,False
38::S038_F011,2,2,1,False,False
38::S038_F012,0,2,0,False,False
38::S038_F013,13,2,1,False,False
38::S038_F014,0,2,0,False,False
38::S038_F015,0,2,0,False,False
38::S038_F016,6,2,1,False,False
38::S038_F017,0,2,0,False,False
38::S038_F018,0,2,0,False,False
38::S038_F019,0,2,0,False,False
39::S039_F000,4,2,1,False,False
39::S039_F001,11,2,1,False,False
39::S039_F002,9,2,1,False,False
39::S039_F003,0,2,0,False,False
39::S039_F004,0,2,0,False,False
39::S039_F005,0,2,0,False,False
39::S039_F006,0,2,0,False,False
39::S039_F007,0,2,0,False,False
39::S039_F008,0,2,0,False,False
39::S039_F009,7,2,1,False,False
39::S039_F010,9,2,1,False,False
39::S039_F011,0,2,0,False,False
39::S039_F012,0,2,0,False,False
39::S039_F013,0,2,0,False,False
39::S039_F014,0,2,0,False,False
39::S039_F015,0,2,0,False,False
39::S039_F016,0,2,0,False,False
39::S039_F017,4,2,1,False,False
39::S039_F018,0,2,0,False,False
39::S039_F019,0,2,0,False,False
3::S003_F000,0,2,0,False,False
3::S003_F001,0,2,0,False,False
3::S003_F002,0,2,0,False,False
3::S003_F003,8,2,1,False,False
3::S003_F004,0,2,0,False,False
3::S003_F005,0,2,0,False,False
3::S003_F006,0,2,0,False,False
3::S003_F007,2,2,1,False,False
3::S003_F008,0,2,0,False,False
3::S003_F009,0,2,0,False,False
3::S003_F010,0,2,0,False,False
3::S003_F011,0,2,0,False,False
3::S003_F012,0,2,0,False,False
3::S003_F013,1,2,1,False,False
3::S003_F014,0,2,0,False,False
3::S003_F015,6,2,1,False,False
3::S003_F016,0,2,0,False,False
3::S003_F017,0,2,0,False,False
3::S003_F018,0,2,0,False,False
3::S003_F019,0,2,0,False,False
40::S040_F000,0,2,0,False,False
40::S040_F001,0,2,0,False,False
40::S040_F002,3,2,1,False,False
40::S040_F003,0,2,0,False,False
40::S040_F004,7,2,1,False,False
40::S040_F005,0,2,0,False,False
40::S040_F006,0,2,0,False,False
40::S040_F007,0,2,0,False,False
40::S040_F008,0,2,0,False,False
40::S040_F009,0,2,0,False,False
40::S040_F010,0,2,0,False,False
40::S040_F011,0,2,0,False,False
40::S040_F012,8,2,1,False,False
40::S040_F013,0,2,0,False,False
40::S040_F014,6,2,1,False,False
40::S040_F015,5,2,1,False,False
40::S040_F016,3,2,1,False,False
40::S040_F017,0,2,0,False,False
40::S040_F018,2,2,1,False,False
40::S040_F019,0,2,0,False,False
41::S041_F000,1,2,1,False,False
41::S041_F001,5,2,1,False,False
41::S041_F002,5,2,1,False,False
41::S041_F003,0,2,0,False,False
41::S041_F004,1,2,1,False,False
41::S041_F005,8,2,1,False,False
41::S041_F006,0,2,0,False,False
41::S041_F007,0,2,0,False,False
41::S041_F008,11,2,1,False,False
41::S041_F009,7,2,1,False,False
41::S041_F010,0,2,0,False,False
41::S041_F011,2,2,1,False,False
41::S041_F012,0,2,0,False,False
41::S041_F013,15,2,2,False,True
41::S041_F014,0,2,0,False,False
41::S041_F015,0,2,0,False,False
41::S041_F016,0,2,0,False,False
41::S041_F017,0,2,0,False,False
41::S041_F018,6,2,1,False,False
41::S041_F019,3,2,1,False,False
42::S042_F000,3,2,1,False,False
42::S042_F001,0,2,0,False,False
42::S042_F002,6,2,1,False,False
42::S042_F003,0,2,0,False,False
42::S042_F004,0,2,0,False,False
42::S042_F005,3,2,1,False,False
42::S042_F006,2,2,1,False,False
42::S042_F007,0,2,0,False,False
42::S042_F008,0,2,0,False,False
42::S042_F009,6,2,1,False,False
42::S042_F010,9,2,1,False,False
42::S042_F011,1,2,1,False,False
42::S042_F012,5,2,1,False,False
42::S042_F013,0,2,0,False,False
42::S042_F014,0,2,0,False,False
42::S042_F015,2,2,1,False,False
42::S042_F016,6,2,1,False,False
42::S042_F017,0,2,0,False,False
42::S042_F018,0,2,0,False,False
42::S042_F019,5,2,1,False,False
43::S043_F000,4,2,1,False,False
43::S043_F001,0,2,0,False,False
43::S043_F002,0,2,0,False,False
43::S043_F003,3,2,1,False,False
43::S043_F004,7,2,1,False,False
43::S043_F005,0,2,0,False,False
43::S043_F006,0,2,0,False,False
43::S043_F007,5,2,1,False,False
43::S043_F008,0,2,0,False,False
43::S043_F009,0,2,0,False,False
43::S043_F010,3,2,1,False,False
43::S043_F011,0,2,0,False,False
43::S043_F012,2,2,1,False,False
43::S043_F013,9,2,1,False,False
43::S043_F014,11,2,2,False,True
43::S043_F015,3,2,1,False,False
43::S043_F016,0,2,0,False,False
43::S043_F017,4,2,1,False,False
43::S043_F018,3,2,1,False,False
43::S043_F019,0,2,0,False,False
44::S044_F000,0,2,0,False,False
44::S044_F001,11,2,1,False,False
44::S044_F002,0,2,0,False,False
44::S044_F003,0,2,0,False,False
44::S044_F004,11,2,1,False,False
44::S044_F005,0,2,0,False,False
44::S044_F006,6,2,1,False,False
44::S044_F007,0,2,0,False,False
44::S044_F008,0,2,0,False,False
44::S044_F009,7,2,1,False,False
44::S044_F010,0,2,0,False,False
44::S044_F011,3,2,1,False,False
44::S044_F012,2,2,1,False,False
44::S044_F013,0,2,0,False,False
